series_id,timestamp,value,sample
0,2023-01-01 00:00:00,0.4045047562509223,train
0,2023-01-01 01:00:00,0.3311699243802953,train
0,2023-01-01 02:00:00,0.7217746705114871,train
0,2023-01-01 03:00:00,0.8337982328393252,train
0,2023-01-01 04:00:00,1.006642671540766,train
0,2023-01-01 05:00:00,1.5778764637624236,train
0,2023-01-01 06:00:00,1.7581205818182395,train
0,2023-01-01 07:00:00,1.6838562448925811,train
0,2023-01-01 08:00:00,1.3370908234537913,train
0,2023-01-01 09:00:00,1.4112720620705488,train
0,2023-01-01 10:00:00,1.012356136614449,train
0,2023-01-01 11:00:00,1.106612320740061,train
0,2023-01-01 12:00:00,0.8853164126467452,train
0,2023-01-01 13:00:00,0.672856853378227,train
0,2023-01-01 14:00:00,0.0248697760090007,train
0,2023-01-01 15:00:00,0.4416522457636039,train
0,2023-01-01 16:00:00,0.1736799424397679,train
0,2023-01-01 17:00:00,0.4058727361823656,train
0,2023-01-01 18:00:00,0.3028766993154618,train
0,2023-01-01 19:00:00,0.7744824344570281,train
0,2023-01-01 20:00:00,0.4627289421888408,train
0,2023-01-01 21:00:00,0.3663807860695796,train
0,2023-01-01 22:00:00,0.8521960479016067,train
0,2023-01-01 23:00:00,1.495140653289947,train
0,2023-01-02 00:00:00,1.5387320692610154,train
0,2023-01-02 01:00:00,1.6315125841497031,train
0,2023-01-02 02:00:00,2.1990259971577464,train
0,2023-01-02 03:00:00,2.8595008304352243,train
0,2023-01-02 04:00:00,2.9837794504228863,train
0,2023-01-02 05:00:00,2.514651263298444,train
0,2023-01-02 06:00:00,2.769844114534179,train
0,2023-01-02 07:00:00,2.530808605262013,train
0,2023-01-02 08:00:00,2.8581652680161453,train
0,2023-01-02 09:00:00,2.618395743334557,train
0,2023-01-02 10:00:00,2.7446192505434706,train
0,2023-01-02 11:00:00,2.5368963419693107,train
0,2023-01-02 12:00:00,2.5468531366073166,train
0,2023-01-02 13:00:00,2.1691474606771566,train
0,2023-01-02 14:00:00,1.872757350531803,train
0,2023-01-02 15:00:00,1.680471036510714,train
0,2023-01-02 16:00:00,1.4100049245070156,train
0,2023-01-02 17:00:00,1.7241517471732288,train
0,2023-01-02 18:00:00,1.3467905842649512,train
0,2023-01-02 19:00:00,1.811658662613868,train
0,2023-01-02 20:00:00,1.782850329177747,train
0,2023-01-02 21:00:00,2.351077832546976,train
