series_id,timestamp,value
0,2023-01-01 00:00:00,0.1578791776313035
0,2023-01-01 01:00:00,0.3307010416832114
0,2023-01-01 02:00:00,0.6340156046137879
0,2023-01-01 03:00:00,0.8773968588164569
0,2023-01-01 04:00:00,0.852327418149428
0,2023-01-01 05:00:00,0.933981679720628
0,2023-01-01 06:00:00,1.3108080340220565
0,2023-01-01 07:00:00,1.7226378329480263
0,2023-01-01 08:00:00,1.3285595272914084
0,2023-01-01 09:00:00,1.5920790285365005
0,2023-01-01 10:00:00,1.1333460655167014
0,2023-01-01 11:00:00,0.7804356591489773
0,2023-01-01 12:00:00,0.9688509815513044
0,2023-01-01 13:00:00,0.733583780147522
0,2023-01-01 14:00:00,0.4298263984019929
0,2023-01-01 15:00:00,0.20606043167638383
0,2023-01-01 16:00:00,0.07308859041751342
0,2023-01-01 17:00:00,0.5986146090217082
0,2023-01-01 18:00:00,0.335708037408015
0,2023-01-01 19:00:00,0.249202175728451
0,2023-01-01 20:00:00,0.46003717827458307
0,2023-01-01 21:00:00,0.5082067939921523
0,2023-01-01 22:00:00,0.9849329238853709
0,2023-01-01 23:00:00,1.3282878819595727
0,2023-01-02 00:00:00,1.9424063296229657
0,2023-01-02 01:00:00,1.8524601685483966
0,2023-01-02 02:00:00,2.5117932012092954
0,2023-01-02 03:00:00,2.696486843597203
0,2023-01-02 04:00:00,2.7002816726873067
0,2023-01-02 05:00:00,2.8033336980184407
0,2023-01-02 06:00:00,3.075892975050426
0,2023-01-02 07:00:00,2.4819757480806364
0,2023-01-02 08:00:00,3.1425747462997533
0,2023-01-02 09:00:00,2.9069645641917377
0,2023-01-02 10:00:00,2.8293086030661896
0,2023-01-02 11:00:00,2.5539131802512545
0,2023-01-02 12:00:00,2.3992730505953355
0,2023-01-02 13:00:00,1.7570770440360883
0,2023-01-02 14:00:00,1.7305034869532254
0,2023-01-02 15:00:00,1.4051499392021183
0,2023-01-02 16:00:00,1.7504914896646329
0,2023-01-02 17:00:00,1.270773465226077
0,2023-01-02 18:00:00,1.7548500595233532
0,2023-01-02 19:00:00,1.5724455590163506
0,2023-01-02 20:00:00,2.1355971518678056
0,2023-01-02 21:00:00,1.8365382194287756
0,2023-01-02 22:00:00,2.3898615946611326
0,2023-01-02 23:00:00,2.6400110108405292
0,2023-01-03 00:00:00,3.1467110336798942
0,2023-01-03 01:00:00,3.4678171068805757
0,2023-01-03 02:00:00,3.466559133804593
0,2023-01-03 03:00:00,3.699571470340028
0,2023-01-03 04:00:00,4.28918762562462
0,2023-01-03 05:00:00,4.024372738923279
0,2023-01-03 06:00:00,4.211758699291588
0,2023-01-03 07:00:00,4.166299806441442
0,2023-01-03 08:00:00,3.946699984437229
0,2023-01-03 09:00:00,3.8367122494679995
0,2023-01-03 10:00:00,3.7750065057802664
0,2023-01-03 11:00:00,3.4227621335022347
0,2023-01-03 12:00:00,3.183321020738864
0,2023-01-03 13:00:00,3.1899842323625163
0,2023-01-03 14:00:00,2.8452939817107503
0,2023-01-03 15:00:00,3.1720867045663037
0,2023-01-03 16:00:00,2.7304627906481906
0,2023-01-03 17:00:00,2.8947493296998
0,2023-01-03 18:00:00,2.5740723239400944
0,2023-01-03 19:00:00,2.7263571262749426
